Mods count: 496
 
jar name                                                                           | mod id (isMCreator)                                               | mixin configs
        /META-INF/jars/fabric-renderer-api-v1-0.83.0.jar                           | fabric-renderer-api-v1                                            | fabric-renderer-api-v1.debughud.mixins.json, fabric-renderer-api-v1.mixins.json
        /META-INF/jars/fabric-renderer-indigo-0.83.0.jar                           | fabric-renderer-indigo                                            | fabric-renderer-indigo.mixins.json
        /META-INF/jars/fabric-renderer-registries-v1-0.83.0.jar                    | fabric-renderer-registries-v1                                     | 
        /META-INF/jars/fabric-rendering-data-attachment-v1-0.83.0.jar              | fabric-rendering-data-attachment-v1                               | fabric-rendering-data-attachment-v1.client.mixins.json, fabric-rendering-data-attachment-v1.mixins.json
        /META-INF/jars/fabric-rendering-fluids-v1-0.83.0.jar                       | fabric-rendering-fluids-v1                                        | fabric-rendering-fluids-v1.mixins.json
        /META-INF/jars/fabric-rendering-v0-0.83.0.jar                              | fabric-rendering-v0                                               | 
        /META-INF/jars/fabric-rendering-v1-0.83.0.jar                              | fabric-rendering-v1                                               | fabric-rendering-v1.mixins.json
        /META-INF/jars/fabric-resource-conditions-api-v1-0.83.0.jar                | fabric-resource-conditions-api-v1                                 | fabric-resource-conditions-api-v1.mixins.json
        /META-INF/jars/fabric-resource-loader-v0-0.83.0.jar                        | fabric-resource-loader-v0                                         | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json
        /META-INF/jars/fabric-screen-api-v1-0.83.0.jar                             | fabric-screen-api-v1                                              | fabric-screen-api-v1.mixins.json
        /META-INF/jars/fabric-screen-handler-api-v1-0.83.0.jar                     | fabric-screen-handler-api-v1                                      | fabric-screen-handler-api-v1.mixins.json
        /META-INF/jars/fabric-sound-api-v1-0.83.0.jar                              | fabric-sound-api-v1                                               | fabric-sound-api-v1.mixins.json
        /META-INF/jars/fabric-transfer-api-v1-0.83.0.jar                           | fabric-transfer-api-v1                                            | fabric-transfer-api-v1.mixins.json
        /META-INF/jars/fabric-transitive-access-wideners-v1-0.83.0.jar             | fabric-transitive-access-wideners-v1                              | 
    /META-INF/jars/forge-config-api-port-fabric-547434-4583000.jar                 | forgeconfigapiport                                                | forgeconfigapiport.common.mixins.json
CrashAssistant-fabric-1.19-1.21.4-1.10.26.jar                                      | crash_assistant                                                   | crash_assistant-fabric.mixins.json, crash_assistant.mixins.json
    /META-INF/jarjar/app.jar                                                       |                                                                   | 
crawl-0.12.0.jar                                                                   | crawl                                                             | mixins.crawl.json
    /META-INF/jars/Fabric-ASM-v2.3.jar                                             | mm                                                                | mixins.mm.json, mixins.mm.refmap.json
CreativeCore_FABRIC_v2.12.24_mc1.20.1.jar                                          | creativecore                                                      | creativecore.fabric.mixins.json, creativecore.mixins.json, creativecore.mixins.refmap.json
    /META-INF/jars/eventbus-6.0.3.jar                                              | net_minecraftforge_eventbus                                       | 
CreativeFly-1.2.1-1.20-fabric.jar                                                  | evilcreativefly                                                   | evilcreativefly.mixins.json
creeperoverhaul-3.0.2-fabric.jar                                                   | creeperoverhaul                                                   | creeperoverhaul.mixins.json, creeperoverhaul-common.mixins.json
    /META-INF/jars/resourcefullib-fabric-1.20.1-2.1.20.jar                         | resourcefullib                                                    | resourcefullib.mixins.json
        /META-INF/jars/yabn-1.0.3.jar                                              | com_teamresourceful_yabn                                          | 
        /META-INF/jars/bytecodecs-1.0.2.jar                                        | com_teamresourceful_bytecodecs                                    | 
cristellib-1.1.5-fabric.jar                                                        | cristellib                                                        | cristellib.mixins.json, cristellib-common.mixins.json
    /META-INF/jars/jankson-1.2.3.jar                                               | blue_endless_jankson                                              | 
crittersandcompanions-fabric-1.20.1-2.3.5.jar                                      | crittersandcompanions                                             | crittersandcompanions.mixins.json, crittersandcompanions.fabric.mixins.json
    /META-INF/jars/attributes-2.3.4+1.20.1.jar                                     | porting_lib_attributes                                            | porting_lib_attributes.mixins.json
        /META-INF/jars/porting_lib_core-2.3.4+1.20.1.jar                           | porting_lib_core                                                  | 
        /META-INF/jars/reach-entity-attributes-2.4.0.jar                           | reach-entity-attributes                                           | mixins.reach-entity-attributes.json
    /META-INF/jars/entity-2.3.4+1.20.1.jar                                         | porting_lib_entity                                                | porting_lib_entity.mixins.json
        /META-INF/jars/porting_lib_mixin_extensions-2.3.4+1.20.1.jar               | porting_lib_mixin_extensions                                      | porting_lib_mixin_extensions.mixins.json
        /META-INF/jars/porting_lib_core-2.3.4+1.20.1.jar                           | porting_lib_core                                                  | 
    /META-INF/jars/forgeconfigapiport-fabric-8.0.2.jar                             | forgeconfigapiport                                                | forgeconfigapiport.common.mixins.json
crops_love_rain-1.4.0.jar                                                          | crops_love_rain                                                   | crops_love_rain.mixins.json
    /META-INF/jars/cactus-config-2.1.1+knot+1.20.1.jar                             | cactusconfig                                                      | 
        /META-INF/jars/fabric-resource-loader-v0-0.11.8+e3d6ed2577.jar             | fabric-resource-loader-v0                                         | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json
        /META-INF/jars/fabric-rendering-v1-3.0.6+b3afc78b77.jar                    | fabric-rendering-v1                                               | fabric-rendering-v1.mixins.json
        /META-INF/jars/spruceui-5.0.0+1.20.jar                                     | spruceui                                                          | spruceui.mixins.json
        /META-INF/jars/core-3.6.6.jar                                              | com_electronwill_night-config_core                                | 
        /META-INF/jars/toml-3.6.6.jar                                              | com_electronwill_night-config_toml                                | 
crumbling-hearts-1.4-1.20.jar                                                      | crumbling_hearts                                                  | crumbling_hearts.mixins.json, crumbling_hearts.client.mixins.json
cultural-delights-fabric-1.0.5+1.20.1.jar                                          | culturaldelights                                                  | culturaldelights.mixins.json
    /META-INF/jars/Fabric-ASM-v2.3.jar                                             | mm                                                                | mixins.mm.json, mixins.mm.refmap.json
    /META-INF/jars/terraform-wood-api-v1-7.0.1.jar                                 | terraform-wood-api-v1                                             | mixins.terraform-boats.json, mixins.terraform-wood.json, mixins.terraform-signs.json, mixins.terraform-leaves.json
cupboard-fabric-1.20.1-2.7.jar                                                     | cupboard                                                          | cupboard.mixins.json
custom-lan-1.20-1.20.1-v2.3.1.jar                                                  | customlan                                                         | customlan.mixins.json
    /META-INF/jars/commons-text-1.12.0.jar                                         | org_apache_commons_commons-text                                   | 
    /META-INF/jars/fabric-api-base-0.4.31+1802ada577.jar                           | fabric-api-base                                                   | 
    /META-INF/jars/fabric-command-api-v2-2.2.13+1802ada577.jar                     | fabric-command-api-v2                                             | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json
    /META-INF/jars/fabric-networking-api-v1-1.3.11+1802ada577.jar                  | fabric-networking-api-v1                                          | fabric-networking-api-v1.mixins.json, fabric-networking-api-v1.client.mixins.json
    /META-INF/jars/fabric-registry-sync-v0-2.3.3+1802ada577.jar                    | fabric-registry-sync-v0                                           | fabric-registry-sync-v0.mixins.json, fabric-registry-sync-v0.client.mixins.json
    /META-INF/jars/fabric-resource-loader-v0-0.11.10+1802ada577.jar                | fabric-resource-loader-v0                                         | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json
    /META-INF/jars/java-ngrok-2.3.0.jar                                            | com_github_alexdlaird_java-ngrok                                  | 
    /META-INF/jars/snakeyaml-2.2.jar                                               | org_yaml_snakeyaml                                                | 
CutThrough-v8.0.2-1.20.1-Fabric.jar                                                | cutthrough                                                        | cutthrough.common.mixins.json
cwb-fabric-3.0.0+mc1.20.jar                                                        | cubes-without-borders                                             | cubes-without-borders.mixins.json, cubes-without-borders.sodium.mixins.json
darcenos-minecarts-slower.1.3.jar                                                  | mr_darcenos_minecarts                                             | 
data-loader-1.1.3+1.19.4-1.20-pre5.jar                                             | dataloader                                                        | dataloader.mixins.json
dawn-5.0.0.jar                                                                     | dawn                                                              | dawn.mixins.json
    /META-INF/jars/terraform-shapes-api-v1-7.0.1.jar                               | terraform-shapes-api-v1                                           | 
    /META-INF/jars/terraform-wood-api-v1-7.0.1.jar                                 | terraform-wood-api-v1                                             | mixins.terraform-boats.json, mixins.terraform-wood.json, mixins.terraform-signs.json, mixins.terraform-leaves.json
    /META-INF/jars/cloth-config-fabric-11.0.99.jar                                 | cloth-config                                                      | 
        /META-INF/jars/basic-math-0.6.1.jar                                        | cloth-basic-math                                                  | 
Debugify-1.20.1+2.0.jar                                                            | debugify                                                          | debugify.mixins.json, debugify.client.mixins.json
decorative_blocks-fabric-1.20.1-4.1.3.jar                                          | decorative_blocks                                                 | regutils-jq7v9v5-lilypuree-decorative_blocks-registration.mixins.json, decorative_blocks.fabric.mixins.json, decorative_blocks.mixins.json
deeper-oceans-2.0.0-fabric-1.20.1.jar                                              | deeper_oceans                                                     | deeper_oceans.mixins.json
deeperdarker-fabric-1.20-1.3.3.jar                                                 | deeperdarker                                                      | deeperdarker.mixins.json
    /META-INF/jars/customportalapi-0.0.1-beta64-1.20.jar                           | customportalapi                                                   | customportalapi.mixins.json
    /META-INF/jars/owo-sentinel-0.11.2+1.20.jar                                    | owo-sentinel                                                      | 
deepslatecutting-fabric-1.7.0.jar                                                  | deepslatecutting                                                  | 
DetailArmorBar-2.6.3+1.20.1-fabric.jar                                             | detailab                                                          | detailab.mixins.json
DEUF_Refabricated-MC1.20.1-1.1.0.jar                                               | deuf_refabricated                                                 | deuf.mixins.json
DiagonalFences-v8.1.5-1.20.1-Fabric.jar                                            | diagonalfences                                                    | 
    /META-INF/jars/diagonalblocks-fabric-8.0.6.jar                                 | diagonalblocks                                                    | diagonalblocks.common.mixins.json, diagonalblocks.fabric.mixins.json
DiagonalWalls-v8.0.4-1.20.1-Fabric.jar                                             | diagonalwalls                                                     | 
    /META-INF/jars/diagonalblocks-fabric-8.0.6.jar                                 | diagonalblocks                                                    | diagonalblocks.common.mixins.json, diagonalblocks.fabric.mixins.json
DiagonalWindows-v8.1.5-1.20.1-Fabric.jar                                           | diagonalwindows                                                   | 
    /META-INF/jars/diagonalblocks-fabric-8.0.6.jar                                 | diagonalblocks                                                    | diagonalblocks.common.mixins.json, diagonalblocks.fabric.mixins.json
dimensionalsyncfixes-fabric-1.20.1-0.0.2.jar                                       | dimensionalsyncfixes                                              | 
DisableCustomWorldsAdvice-4.1.jar                                                  | disable_custom_worlds_advice                                      | disable_custom_worlds_advice.mixins.json
DistantHorizons-2.3.6-b-1.20.1-fabric-forge.jar                                    | distanthorizons                                                   | DistantHorizons.forge.mixins.json, DistantHorizons.fabric.mixins.json
    /META-INF/jars/fabric-screen-api-v1-2.0.7+b3afc78b77.jar                       | fabric-screen-api-v1                                              | fabric-screen-api-v1.mixins.json
    /META-INF/jars/fabric-resource-loader-v0-0.11.9+132c48c177.jar                 | fabric-resource-loader-v0                                         | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json
    /META-INF/jars/fabric-rendering-v1-3.0.7+b3afc78b77.jar                        | fabric-rendering-v1                                               | fabric-rendering-v1.mixins.json
    /META-INF/jars/fabric-networking-api-v1-1.3.10+eeb8eb3677.jar                  | fabric-networking-api-v1                                          | fabric-networking-api-v1.mixins.json, fabric-networking-api-v1.client.mixins.json
    /META-INF/jars/fabric-lifecycle-events-v1-2.2.21+b3afc78b77.jar                | fabric-lifecycle-events-v1                                        | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json
    /META-INF/jars/fabric-key-binding-api-v1-1.0.36+fb8d95da77.jar                 | fabric-key-binding-api-v1                                         | fabric-key-binding-api-v1.mixins.json
    /META-INF/jars/fabric-events-interaction-v0-0.6.1+e91849a877.jar               | fabric-events-interaction-v0                                      | fabric-events-interaction-v0.client.mixins.json, fabric-events-interaction-v0.mixins.json
    /META-INF/jars/fabric-entity-events-v1-1.5.22+b3afc78b77.jar                   | fabric-entity-events-v1                                           | fabric-entity-events-v1.client.mixins.json, fabric-entity-events-v1.mixins.json
    /META-INF/jars/fabric-command-api-v2-2.2.12+b3afc78b77.jar                     | fabric-command-api-v2                                             | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json
    /META-INF/jars/fabric-api-base-0.4.30+7abfd51577.jar                           | fabric-api-base                                                   | 
DistantHorizonsApi-4.1.0.jar                                                       | dh-api                                                            | 
do_a_barrel_roll-fabric-3.6.1+1.20.1.jar                                           | do_a_barrel_roll                                                  | do_a_barrel_roll.fabric.mixins.json, do_a_barrel_roll.compat.modmenu.mixins.json, do_a_barrel_roll.mixins.json, do_a_barrel_roll.compat.cameraoverhaul.mixins.json
    /META-INF/jars/fabric-permissions-api-0.2-SNAPSHOT.jar                         | fabric-permissions-api-v0                                         | 
doubledoors-1.20.1-5.9.jar                                                         | doubledoors                                                       | doubledoors_forge.mixins.json, doubledoors_fabric.mixins.json
draggable_lists-mc1.20-1.0.1-rev.824b2f3.jar                                       | draggable_lists                                                   | quilt-draggable_lists-common.mixins.json, fabric-draggable_lists.mixins.json, forge-draggable_lists-common.mixins.json, fabric-draggable_lists-common.mixins.json, forge-draggable_lists.mixins.json, quilt-draggable_lists.mixins.json
dragonloot-1.1.4.jar                                                               | dragonloot                                                        | dragonloot.mixins.json
dual-swords-1.1.2+1.20.1.jar                                                       | dualswords                                                        | dualswords.mixins.json
dungeons-and-taverns-3.0.3.f[Fabric].jar                                           | mr_dungeons_andtaverns                                            | 
dungeons-and-taverns-stronghold-rework-1.jar                                       | mr_dungeons_andtavernsstrongholdrework                            | 
DungeonsArise-1.20.1-2.1.57-fabric-release.jar                                     | dungeons_arise                                                    | 
DungeonsAriseSevenSeas-1.20.x-1.0.2-fabric.jar                                     | dungeons_arise_seven_seas                                         | dungeons_arise_seven_seas.mixins.json
dynamic-fps-3.7.6+minecraft-1.20.0-fabric.jar                                      | dynamic_fps                                                       | dynamic_fps-textile.mixins.json, dynamic_fps-common.mixins.json, dynamic_fps.mixins.json
    /META-INF/jars/battery-1.3.0.jar                                               | net_lostluma_battery                                              | 
dynamicpack-1.2.1-b.1.20.1-fabric.jar                                              | dynamicpack                                                       | dynamicpack.mixins.json
dynamictrim-1.4.1-fabric+1.20.1.jar                                                | dynamictrim                                                       | dynamictrim-common.mixins.json, dynamictrim.mixins 2.json, dynamictrim.mixins.json, dynamictrim-common.mixins 2.json
e4mc_minecraft-fabric-5.2.1.jar                                                    | e4mc_minecraft                                                    | e4mc_minecraft.mixins.json
    /META-INF/jars/kaleido-config-0.3.1+1.3.1.jar                                  | folk_sisby_kaleido-config                                         | 
EasyAnvils-v8.0.2-1.20.1-Fabric.jar                                                | easyanvils                                                        | easyanvils.common.mixins.json
EasyMagic-v8.0.1-1.20.1-Fabric.jar                                                 | easymagic                                                         | easymagic.common.mixins.json
EasyShulkerBoxes-v8.0.2-1.20.1-Fabric.jar                                          | easyshulkerboxes                                                  | easyshulkerboxes.common.mixins.json
    /META-INF/jars/puzzlesapi-fabric-8.1.6.jar                                     | puzzlesapi                                                        | puzzlesapi.common.mixins.json
        /META-INF/jars/cardinal-components-base-5.2.2.jar                          | cardinal-components-base                                          | 
        /META-INF/jars/cardinal-components-entity-5.2.2.jar                        | cardinal-components-entity                                        | mixins.cardinal_components_entity.json
        /META-INF/jars/puzzlesaccessapi-fabric-8.0.9.jar                           | puzzlesaccessapi                                                  | 
eating-animation-1.20+1.9.61.jar                                                   | eatinganimationid                                                 | eatinganimation.mixins.json
emi-1.1.22+1.20.1+fabric.jar                                                       | emi                                                               | emi-fabric.mixins.json, emi.mixins.json
emi_enchanting-0.1.2+1.20.1.jar                                                    | emi_enchanting                                                    | 
emiffect-fabric-2.1.6+mc1.20.1.jar                                                 | emiffect                                                          | emiffect.mixins.json
emitrades-fabric-1.2.1+mc1.20.1.jar                                                | emitrades                                                         | 
    /META-INF/jars/json-0.2.1.jar                                                  | org_quiltmc_parsers_json                                          | 
EnchantmentDescriptions-Fabric-1.20.1-17.1.19.jar                                  | enchdesc                                                          | 
endermanoverhaul-fabric-1.20.1-1.0.4.jar                                           | endermanoverhaul                                                  | endermanoverhaul.mixins.json, endermanoverhaul-common.mixins.json
EndersDelight-1.20.1-1.0.1.refabricated.jar                                        | endersdelight                                                     | endersdelight.mixins.json
Enhanced Cats-1.20.1-1.20.3-0.8.jar                                                | enhanced-cats                                                     | cats-overhaul.mixins.json
enhancedblockentities-0.9+1.20.jar                                                 | enhancedblockentities                                             | enhancedblockentities.mixins.json
    /META-INF/jars/arrp-0.6.7.jar                                                  | advanced_runtime_resource_pack                                    | arrp.mixins.json
        /META-INF/jars/fabric-api-base-0.4.19+8d1895cf72.jar                       | fabric-api-base                                                   | 
    /META-INF/jars/spruceui-5.0.0+1.20.jar                                         | spruceui                                                          | spruceui.mixins.json
EnhancedVisuals_FABRIC_v1.8.2_mc1.20.1.jar                                         | enhancedvisuals                                                   | enhancedvisuals.mixins.json, enhancedvisuals.fabric.mixins.json, enhancedvisuals.mixin.refmap.json
entity_model_features_1.20.1-fabric-3.0.7.jar                                      | entity_model_features                                             | entity_model_features.mixins.json
entity_sound_features_1.20.4-fabric-0.7.1.jar                                      | entity_sound_features                                             | entity_sound_features.mixins.json
entity_texture_features_1.20.1-fabric-7.0.6.jar                                    | entity_texture_features                                           | entity_texture_features.mixins.json
    /META-INF/jars/httpmime-4.5.10.jar                                             | org_apache_httpcomponents_httpmime                                | 
entityculling-fabric-1.7.2-mc1.20.1.jar                                            | entityculling                                                     | entityculling.mixins.json, entityculling.refmap.mixins.json
EpheroLib-1.20.1-FABRIC-1.2.0.jar                                                  | epherolib                                                         | epherolib-root.mixins.json, epherolib.mixins.json
essential_1-3-5-5_fabric_1-20-1.jar                                                | essential-container                                               | 
EuphoriaPatcher-1.4.3-r5.3-fabric.jar                                              | euphoria_patcher                                                  | euphoria_patcher.mixins.json
    /META-INF/jars/jbsdiff-1.0.jar                                                 | io_sigpipe_jbsdiff                                                | 
expandeddelight-0.3.2.jar                                                          | expandeddelight                                                   | 
    /META-INF/jars/Fabric-ASM-v2.3.jar                                             | mm                                                                | mixins.mm.json, mixins.mm.refmap.json
    /META-INF/jars/omega-config-base-1.4.0+1.20.1.jar                              | omega-config                                                      | omega-config.mixins.json
explosive-enhancement-1.2.2-1.20.x.jar                                             | explosiveenhancement                                              | explosiveenhancement.mixins.json
extended-enchanting-1.0.1+1.20.1.jar                                               | extended-enchanting                                               | extended-integrations.mixins.json
extra-sounds-2.3.11.20.1lonefelidae16-build.1.jar                                  | extrasounds                                                       | extrasounds.mixins.json
    /META-INF/jars/arrp-0.6.7.jar                                                  | advanced_runtime_resource_pack                                    | arrp.mixins.json
        /META-INF/jars/fabric-api-base-0.4.19+8d1895cf72.jar                       | fabric-api-base                                                   | 
    /META-INF/jars/sound-categories-1.2.4+1.20~lonefelidae16-build.1.jar           | soundcategories                                                   | soundcategories.mixins.json
fabric-api-0.92.6+1.20.1.jar                                                       | fabric-api                                                        | 
    /META-INF/jars/fabric-api-base-0.92.6.jar                                      | fabric-api-base                                                   | 
    /META-INF/jars/fabric-api-lookup-api-v1-0.92.6.jar                             | fabric-api-lookup-api-v1                                          | fabric-api-lookup-api-v1.mixins.json
    /META-INF/jars/fabric-biome-api-v1-0.92.6.jar                                  | fabric-biome-api-v1                                               | fabric-biome-api-v1.mixins.json
    /META-INF/jars/fabric-block-api-v1-0.92.6.jar                                  | fabric-block-api-v1                                               | fabric-block-api-v1.mixins.json
    /META-INF/jars/fabric-block-view-api-v2-0.92.6.jar                             | fabric-block-view-api-v2                                          | fabric-block-view-api-v2.client.mixins.json, fabric-block-view-api-v2.mixins.json
    /META-INF/jars/fabric-blockrenderlayer-v1-0.92.6.jar                           | fabric-blockrenderlayer-v1                                        | fabric-blockrenderlayer-v1.mixins.json
    /META-INF/jars/fabric-client-tags-api-v1-0.92.6.jar                            | fabric-client-tags-api-v1                                         | 
    /META-INF/jars/fabric-command-api-v1-0.92.6.jar                                | fabric-command-api-v1                                             | 
    /META-INF/jars/fabric-command-api-v2-0.92.6.jar                                | fabric-command-api-v2                                             | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json
    /META-INF/jars/fabric-commands-v0-0.92.6.jar                                   | fabric-commands-v0                                                | 
    /META-INF/jars/fabric-containers-v0-0.92.6.jar                                 | fabric-containers-v0                                              | fabric-containers-v0.accurate.mixins.json, fabric-containers-v0.mixins.json
    /META-INF/jars/fabric-content-registries-v0-0.92.6.jar                         | fabric-content-registries-v0                                      | fabric-content-registries-v0.mixins.json
    /META-INF/jars/fabric-convention-tags-v1-0.92.6.jar                            | fabric-convention-tags-v1                                         | 
    /META-INF/jars/fabric-crash-report-info-v1-0.92.6.jar                          | fabric-crash-report-info-v1                                       | fabric-crash-report-info-v1.mixins.json
    /META-INF/jars/fabric-data-attachment-api-v1-0.92.6.jar                        | fabric-data-attachment-api-v1                                     | fabric-data-attachment-api-v1.mixins.json, fabric-data-attachment-api-v1.client.mixins.json
    /META-INF/jars/fabric-data-generation-api-v1-0.92.6.jar                        | fabric-data-generation-api-v1                                     | fabric-data-generation-api-v1.mixins.json, fabric-data-generation-api-v1.client.mixins.json
    /META-INF/jars/fabric-dimensions-v1-0.92.6.jar                                 | fabric-dimensions-v1                                              | fabric-dimensions-v1.mixins.json
    /META-INF/jars/fabric-entity-events-v1-0.92.6.jar                              | fabric-entity-events-v1                                           | fabric-entity-events-v1.client.mixins.json, fabric-entity-events-v1.mixins.json
    /META-INF/jars/fabric-events-interaction-v0-0.92.6.jar                         | fabric-events-interaction-v0                                      | fabric-events-interaction-v0.client.mixins.json, fabric-events-interaction-v0.mixins.json
    /META-INF/jars/fabric-events-lifecycle-v0-0.92.6.jar                           | fabric-events-lifecycle-v0                                        | 
    /META-INF/jars/fabric-game-rule-api-v1-0.92.6.jar                              | fabric-game-rule-api-v1                                           | fabric-game-rule-api-v1.mixins.json, fabric-game-rule-api-v1.client.mixins.json
    /META-INF/jars/fabric-item-api-v1-0.92.6.jar                                   | fabric-item-api-v1                                                | fabric-item-api-v1.client.mixins.json, fabric-item-api-v1.mixins.json
    /META-INF/jars/fabric-item-group-api-v1-0.92.6.jar                             | fabric-item-group-api-v1                                          | fabric-item-group-api-v1.client.mixins.json, fabric-item-group-api-v1.mixins.json
    /META-INF/jars/fabric-key-binding-api-v1-0.92.6.jar                            | fabric-key-binding-api-v1                                         | fabric-key-binding-api-v1.mixins.json
    /META-INF/jars/fabric-keybindings-v0-0.92.6.jar                                | fabric-keybindings-v0                                             | 
    /META-INF/jars/fabric-lifecycle-events-v1-0.92.6.jar                           | fabric-lifecycle-events-v1                                        | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json
    /META-INF/jars/fabric-loot-api-v2-0.92.6.jar                                   | fabric-loot-api-v2                                                | fabric-loot-api-v2.mixins.json
    /META-INF/jars/fabric-loot-tables-v1-0.92.6.jar                                | fabric-loot-tables-v1                                             | fabric-loot-tables-v1.mixins.json
    /META-INF/jars/fabric-message-api-v1-0.92.6.jar                                | fabric-message-api-v1                                             | fabric-message-api-v1.client.mixins.json, fabric-message-api-v1.mixins.json
    /META-INF/jars/fabric-mining-level-api-v1-0.92.6.jar                           | fabric-mining-level-api-v1                                        | fabric-mining-level-api-v1.mixins.json
    /META-INF/jars/fabric-model-loading-api-v1-0.92.6.jar                          | fabric-model-loading-api-v1                                       | fabric-model-loading-api-v1.mixins.json
    /META-INF/jars/fabric-models-v0-0.92.6.jar                                     | fabric-models-v0                                                  | 
    /META-INF/jars/fabric-networking-api-v1-0.92.6.jar                             | fabric-networking-api-v1                                          | fabric-networking-api-v1.mixins.json, fabric-networking-api-v1.client.mixins.json
    /META-INF/jars/fabric-networking-v0-0.92.6.jar                                 | fabric-networking-v0                                              | 
    /META-INF/jars/fabric-object-builder-api-v1-0.92.6.jar                         | fabric-object-builder-api-v1                                      | fabric-object-builder-v1.mixins.json, fabric-object-builder-v1.client.mixins.json
    /META-INF/jars/fabric-particles-v1-0.92.6.jar                                  | fabric-particles-v1                                               | fabric-particles-v1.client.mixins.json
    /META-INF/jars/fabric-recipe-api-v1-0.92.6.jar                                 | fabric-recipe-api-v1                                              | fabric-recipe-api-v1.mixins.json
    /META-INF/jars/fabric-registry-sync-v0-0.92.6.jar                              | fabric-registry-sync-v0                                           | fabric-registry-sync-v0.mixins.json, fabric-registry-sync-v0.client.mixins.json
    /META-INF/jars/fabric-renderer-api-v1-0.92.6.jar                               | fabric-renderer-api-v1                                            | fabric-renderer-api-v1.debughud.mixins.json, fabric-renderer-api-v1.mixins.json
    /META-INF/jars/fabric-renderer-indigo-0.92.6.jar                               | fabric-renderer-indigo                                            | fabric-renderer-indigo.mixins.json
    /META-INF/jars/fabric-renderer-registries-v1-0.92.6.jar                        | fabric-renderer-registries-v1                                     | 
    /META-INF/jars/fabric-rendering-data-attachment-v1-0.92.6.jar                  | fabric-rendering-data-attachment-v1                               | fabric-rendering-data-attachment-v1.client.mixins.json, fabric-rendering-data-attachment-v1.mixins.json
    /META-INF/jars/fabric-rendering-fluids-v1-0.92.6.jar                           | fabric-rendering-fluids-v1                                        | fabric-rendering-fluids-v1.mixins.json
    /META-INF/jars/fabric-rendering-v0-0.92.6.jar                                  | fabric-rendering-v0                                               | 
    /META-INF/jars/fabric-rendering-v1-0.92.6.jar                                  | fabric-rendering-v1                                               | fabric-rendering-v1.mixins.json
    /META-INF/jars/fabric-resource-conditions-api-v1-0.92.6.jar                    | fabric-resource-conditions-api-v1                                 | fabric-resource-conditions-api-v1.mixins.json
    /META-INF/jars/fabric-resource-loader-v0-0.92.6.jar                            | fabric-resource-loader-v0                                         | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json
    /META-INF/jars/fabric-screen-api-v1-0.92.6.jar                                 | fabric-screen-api-v1                                              | fabric-screen-api-v1.mixins.json
    /META-INF/jars/fabric-screen-handler-api-v1-0.92.6.jar                         | fabric-screen-handler-api-v1                                      | fabric-screen-handler-api-v1.mixins.json
    /META-INF/jars/fabric-sound-api-v1-0.92.6.jar                                  | fabric-sound-api-v1                                               | fabric-sound-api-v1.mixins.json
    /META-INF/jars/fabric-transfer-api-v1-0.92.6.jar                               | fabric-transfer-api-v1                                            | fabric-transfer-api-v1.mixins.json
    /META-INF/jars/fabric-transitive-access-wideners-v1-0.92.6.jar                 | fabric-transitive-access-wideners-v1                              | 
fabric-language-kotlin-1.13.8+kotlin.2.3.0.jar                                     | fabric-language-kotlin                                            | 
    /META-INF/jars/atomicfu-jvm-0.29.0.jar                                         | org_jetbrains_kotlinx_atomicfu-jvm                                | 
    /META-INF/jars/kotlin-reflect-2.3.0.jar                                        | org_jetbrains_kotlin_kotlin-reflect                               | 
    /META-INF/jars/kotlin-stdlib-2.3.0.jar                                         | org_jetbrains_kotlin_kotlin-stdlib                                | 
    /META-INF/jars/kotlin-stdlib-jdk7-2.3.0.jar                                    | org_jetbrains_kotlin_kotlin-stdlib-jdk7                           | 
    /META-INF/jars/kotlin-stdlib-jdk8-2.3.0.jar                                    | org_jetbrains_kotlin_kotlin-stdlib-jdk8                           | 
    /META-INF/jars/kotlinx-coroutines-core-jvm-1.10.2.jar                          | org_jetbrains_kotlinx_kotlinx-coroutines-core-jvm                 | 
    /META-INF/jars/kotlinx-coroutines-jdk8-1.10.2.jar                              | org_jetbrains_kotlinx_kotlinx-coroutines-jdk8                     | 
    /META-INF/jars/kotlinx-datetime-jvm-0.7.1.jar                                  | org_jetbrains_kotlinx_kotlinx-datetime-jvm                        | 
    /META-INF/jars/kotlinx-io-bytestring-jvm-0.8.2.jar                             | org_jetbrains_kotlinx_kotlinx-io-bytestring-jvm                   | 
    /META-INF/jars/kotlinx-io-core-jvm-0.8.2.jar                                   | org_jetbrains_kotlinx_kotlinx-io-core-jvm                         | 
